,thread_id,res_num,date,name,comment
30,0,31,02/10/07,名無しさん？,２２：４０新宿靖国通り入店客「お茶キボンヌ！！」「ネギダク！ギョク！」笑いがこらえられん・・・俺「弁当なんだけど・・」客が少しこちらを見る店員「どうぞ・・」俺「並・・・ネギダク」客が数人こっちを見る店員「お一つですか？」俺「７個！！」「あとギョク一つ」吹き出してる客発生俺「何でこんなに混んでるの?」横にいた奴反応しすぎだよ!店員「いや・・わかりません」俺「領収書」店員「おは?」俺「ねぎだく７で」帰り際に「領収書見せて」と言われたので見せた２ちゃんねらだろうな・・・こんな感じだったよ
31,0,32,02/10/07,名無しさん？,538 53002/02/22 23:42店内ほとんどが２ちゃんねら。「大盛りネギだくギョク」「お茶きぼんぬ」「水おながいします」などの声が乱れ飛ぶ。食い終わって、領収書もらって、店から出ようとしたら、人がいっぱいで出れないんです。もうね、(以下略)
32,0,33,02/10/07,松村（ ,こないだ吉野家いったんです吉野家そしたらなんか人が一杯で入れないの
33,0,34,02/10/07,名無しさん？,こんなのあったんだ？で、次はいつ？？
34,0,35,02/10/07,名無しさん？,埼玉志木南口店はあまり人がいなかったんですでね、隣のサラリーマンは「つゆだく」とか言ってんですよもうねみんなでブチ切れ
35,0,36,02/10/07,君に胸キュン♪ ,牛シャケっておいしいの？喰った事ないんだけどサ
36,0,37,02/10/07,名無しさん？,11/11 AM or PM 11:11
37,0,38,02/10/07,名無しさん？,>>37それに決定しますた今から企画を練る神が光臨したらの話だが
38,0,39,02/10/07,名無しさん？,このオフでしか吉野家行ったことがない
39,0,40,02/10/07,名無しさん？,１１月１１日にお前ら新宿東口靖国通り店に集合汁
40,0,41,02/10/07,名無しさん？,全国でやるんだろbaka!
41,0,42,02/10/07,ガリ坊 ,2222年2月22分にやります
42,0,43,02/10/07,名無しさん？,次回は１１月１１日に決定？ひろゆきの誕生日（１１月）に決行説はどうなりますた？
43,0,44,02/10/07,名無しさん？,>>422月22分って所に突っ込んでおく２月２２分ってなんだよ？
44,0,45,02/10/07,名無しさん？,16日ひろゆきの誕生日たってよちょうど土曜日！11日は月曜
45,0,46,02/10/07,名無しさん？,お前ら、前回のオフの三重大学前吉野家は良かったです
46,0,47,02/10/07,名無しさん？,オフ終了後の感想は無理だけどhttp://negidakugyoku.tripod.co.jp/程度なら出来るかもしれない
47,0,48,02/10/07,名無しさん？,１６日に人は集まるのかと問いつめたい
48,0,49,02/10/07,agex ,16日って何さ？
49,0,50,02/10/07,名無しさん？,ひろゆきの誕生日
50,0,51,02/10/07,名無しさん？,>>49前回（４月７日）に行われたとき次はいつ？次はいつ？と次はいつ厨が現れるその後話の流れが「たまにやるから面白い」になるそこで候補に上がったのがひろゆきの誕生日（１１月１６日）
51,0,52,02/10/07,名無しさん？,次回はひろゆきの誕生日じゃないよ。どうせなら一周年（１２月２４日）まで待て。最高の祭りになることは間違いない。お前ら、我慢するんだ。そして爆発しよう。これを読んで12月24日に備えよう。”ねぎだく”ﾚﾎﾟhttp://www2.mnx.jp/carvancle/yoshigyu/
52,0,53,02/10/07,名無しさん？,マジでやるのか？
53,0,54,02/10/07,松村（ ,今度はお弁当の方が良くね？そんで店の前で食べるの
54,0,55,02/10/07,名無しさん？,オマエラ面白すぎ。オレも参加したかった。
55,0,56,02/10/07,名無しさん？,一周年もいいけど誕生日もいい！
56,0,57,02/10/07,名無しさん？,>>55次回は11月16日か12月24日だそれまで我慢
57,0,58,02/10/07,agex ,>>50-51ｻﾝｸｽラウンジだけでやってもあんまり人来ないよね？
58,0,59,02/10/07,名無しさん？,今実施中の無料５０杯券を２０枚集めて「千杯ＯＦＦ」実施ｷﾎﾞﾝﾇ
59,0,60,02/10/07,名無しさん？,>>58前回は本部スレと類似スレ何個かと他スレ、他板への宣伝で全国で１５００人以上を動員
60,0,61,02/10/07,名無しさん？,＞全国で１５００人以上を動員漏れもその一人懐かしい
61,0,62,02/10/07,名無しさん？,･･･結局このまま消えていくのか？
62,0,63,02/10/07,名無しさん？,ひろゆきの誕生日には吉野家にうまい棒を持ってくって案もあったな
63,0,64,02/10/07,agex ,前回は漏れの行った某店では一人しか来なかったみたいだ・・・
64,0,65,02/10/07,名無しさん？,
65,0,66,02/10/07,名無しさん？,漏れの所は３人かよと思った瞬間にいかにもチャンネラーっぽいｦﾀ風の４人組がきますた
66,0,67,02/10/07,名無しさん？,次は結局いつ？ここで幹事とか来てくれると神なんだが漏れも神頼み・・・牛丼腹一杯食って行ってきます
67,0,68,02/10/07,"（　´,_ゝ`）",｡  ∧＿∧｡ﾟﾟ (ﾟ ´Д｀ﾟ )っﾟ(つ/ どこの吉野家にする？おれはもう走って向かってるぜ！  | （⌒）し⌒＾
68,0,69,02/10/07,名無しさん？,森花江なんか全然有名じゃねーよアホ
69,0,70,02/10/07,名無しさん？,｡  ∧＿∧｡ﾟﾟ (ﾟ ´Д｀ﾟ )っﾟ(つ/ お前ら岡山桃太郎通り店に来てくれるよな？  | （⌒）し⌒＾
70,0,71,02/10/07,"（　´,_ゝ`）",>>70｡  ∧＿∧｡ﾟﾟ (ﾟ ´Д｀ﾟ )っﾟ(つ/ わかった今もう向かってるから並ねぎだく注文しててくれ！あとビールと！  | （⌒）し⌒＾
71,0,72,02/10/07,　,">>71来月にはつくと思うから（´,_ゝ`） ずっと待っててくれ"
72,0,73,02/10/07,名無しさん？,だから次回は１２月２４日に決まってるんだよ。ひろゆきの誕生日ではない。候補に上がっただけで次回は１２月２４日だよ。
73,0,74,02/10/07,名無しさん？,>>73わかりますた
74,0,75,02/10/07,名無しさん？,12月24日かよ(;´Д`)毎年その辺は用事あっから参加できねーよ鬱死
75,0,76,02/10/07,名無しさん？,このスレを本部にして１２月２４日まで我慢汁
76,0,77,02/10/07,名無しさん？,>>75なんとかして参加
77,0,78,02/10/07,名無しさん？,>>75そんなどうでもいい用事はキャンセル汁
78,0,79,02/10/07,名無しさん？,>>75用事ってｾｸｰｽか？
79,0,80,02/10/07,名無しさん？,>>75あきらめるなお前ならできる
80,0,81,02/10/07,名無しさん？,>>75おおげさじゃなくて一生の思い出になるから何が何でも参加汁！おまいら１２月２４日ですよ。彼女とのﾃﾞｲﾄはお預けよｗ
81,0,82,02/10/07,名無しさん？,>>76sage保守部隊を結成汁！
82,0,83,02/10/08,名無しさん？,まだ吉野家オフあったんだ１２月２４日楽しみにしてます
83,0,84,02/10/08,名無しさん？,期待あげ
84,0,85,02/10/08,名無しさん？,集まらないsage
85,0,86,02/10/08,名無しさん？,１２月２４日か。明らかに暇なのは分かってるから参加します。
86,0,87,02/10/08,名無しさん？,|･)
87,0,88,02/10/08,名無しさん？,|･)
88,0,89,02/10/08,名無しさん？,|・・・
89,0,90,02/10/08,名無しさん？,|・・・|
90,0,91,02/10/08,名無しさん？,>>85前回は集まらないだろうと思ってたがお前らどこのスレ見て来たんだという人がたくさん来ますた
91,0,92,02/10/08,元帥(*ﾟーﾟ)うっちゃん ,ヽ（´▽｀）ノ吉野家～♪参加しる～。。でも大阪で
92,0,93,02/10/08,名無しさん？,漏れも参加するよ
93,0,94,02/10/08,名無しさん？,殺伐と牛丼喰いあさるオフですか？
94,0,95,02/10/08,名無しさん？,>>94地域によってはリアルで2chネタ披露しながら牛丼を吉野家で食うオフ
95,0,96,02/10/08,名無しさん？,リアルで牛丼ワッショイした奴もいたな・・・
96,0,97,02/10/08,名無しさん？,行列のできるマクドナルド計画はどうなった？
97,0,98,02/10/08,名無しさん？,>>97吉野家以外でやろうとしてもほとんどが空中分解。ようするにﾏｸﾄﾞでやる意味がないのよね。ﾏｸﾄﾞｺﾋﾟﾍﾟ作成汁！
98,0,99,02/10/08,名無しさん？,やはり2ch内にこれだけ吉野家コピぺが浸透したのがこのオフの成功の秘訣だと思うが
99,0,100,02/10/08,名無しさん？,っていうか、去年吉野家オフなんてあったんだ。過去レポおもろすぎ
100,0,101,02/10/08,名無しさん？,>>100今年は１２月２４日にあるから参加汁記念になる
101,0,102,02/10/09,名無しさん？,やっぱ今年も12月24日だよな。去年は用があったけど、今年はこのままだと行けそうだな。・・・ｦﾝﾅｲﾈｪｼﾅｧ∧∥∧
102,0,103,02/10/09,名無しさん？,女なんていないから参加確実
103,0,104,02/10/09,名無しさん？,お前らレポート面白い暇なヤシは参加汁
104,0,105,02/10/09,名無しさん？,クリスマスにでも行きたいなつーかむしろ牛丼を弁当で頼んで川原で100人くらいズラッと並んで何も喋らず喰いたい
105,0,106,02/10/09,名無しさん？,前回参加したひとは2chで古参になるの？
106,0,107,02/10/09,天然素材工房ﾀｰﾎﾞ改めおしゃれ工房 ,手分けしていろんな板にスレ立てだ。
107,0,108,02/10/09,名無しさん？,>>107まだ早すぎなのでは？もう少し計画が煮詰まってから
108,0,109,02/10/09,名無しさん？,ということで１２月２４日に実行なのはほぼ当確なわけだが実行時間はどうするよ？今回も前回のように午前と午後の２時間制にする？お前らその辺どうよ？
109,0,110,02/10/09,元帥(*ﾟーﾟ)うっちゃん ,２時間制？？２交代制は（･∀･）ｲｲ!さんせーまんせー♪
110,0,111,02/10/09,名無しさん？,２時間制・・・間違えた２交代制だった鬱
111,0,112,02/10/09,電波しきこもり(((⊂⌒~⊃｡A｡）⊃)))(PHS ,
112,0,113,02/10/09,電波しきこもり(((⊂⌒~⊃｡A｡）⊃)))(PHS ,またかよ！
113,0,114,02/10/09,名無しさん？,>>113お前も参加汁（･∀･）領収書は自分のコテハンでとっとけYO
114,0,115,02/10/09,電波しきこもり(((⊂⌒~⊃｡A｡）⊃)))(PHS ,近くに吉野家がないわけで
115,0,116,02/10/09,名無しさん？,>>115電車で最寄りの吉野家が１時間以内なら参加汁それ以外の田舎はしらん牛丼ワッショイをリアルでやって神になれ先生、漏れの牛丼がまだですをやって神になれ
116,0,117,02/10/09,びーらぶど ,戸塚の吉野屋はオレのテリトリーだぜ
117,0,118,02/10/09,びーらぶど ,さくらたんのエロ画像きぼんぬは、当分越えられない神
118,0,119,02/10/09,ｲｵﾅ,ｲｵﾅも行きたい♥
119,0,120,02/10/09,名無しさん？,もうここは顔面にモナーとかギコとかをフェイスペインティングしてくしか前回の神を越えられない漏れはやらないよ
120,0,121,02/10/09,名無しさん？,とりあえず２交代制なのか？時間はいつ？まず話はそれからだ（前々回：2chの日）２月２２日だから２２時２２分（前回：日記の日）４月７日だから４時７分（午前・午後）の流れから１２月２４日だから１２時２４分（午前・午後）になりそうな予感
121,0,122,02/10/09,名無しさん？,今７４３人に吉牛を奢るというイベントを企画しています。近いうちにやるのでよろしくね。
122,0,123,02/10/09,名無しさん？,てことで１２月２４日の１２時２４分（午前・午後の２回）に決定でいい？
123,0,124,02/10/09,名無しさん？,今回の「３杯で１杯プレゼント」に関連したＯＦＦは？
124,0,125,02/10/09,電波しきこもり(((⊂⌒~⊃｡A｡）⊃)))(PHS)) ,ないんじゃない？
125,0,126,02/10/09,名無しさん？,>>124OFF会板にあるよまだ５件しかレスがついてない模様
126,0,127,02/10/09,名無しさん？,http://www2.mnx.jp/carvancle/yoshigyu/ここのレポート見て１２月に備えろYO
127,0,128,02/10/09,名無しさん？,http://www2.mnx.jp/carvancle/yoshigyu/valentine/img/gonorugo.JPG
128,0,129,02/10/09,マック野郎 ,前回(４月)参加したけど１２：２４て昼間／真夜中だから迷惑になる／人集まらないと思われ。決めることは時間よりも殺伐か馴れ合いか。これ重要。ていうか２月２２日は盛り上がったけど４月７日(だっけ？)はあんまり盛り上がらなかった気がする。せっかくおでん缶もってって店内で喰ったのによ。
129,0,130,02/10/09,マック野郎 ,追記。１２／２４は火曜日なんだが。２３日はハッピーマンデーさん法で祝日なんだが。なんかの記念日にしたいのは解かるが、もちっと実行可能な日付、時間を考えるがよろし。今度こそ聖地靖国の復興きぼんぬ
130,0,131,02/10/09,名無しさん？,前回はやはり４時７分っていう中途半端な時間で人が集まらずに盛り上がりに欠けたかんがあるっぽ（参加できたのほとんど学生組、社会人組が参加できなかった）時間はやはり人が集まる７時～１０時（午前・午後）辺りがベストか？そして聖地復活期待
131,0,132,02/10/09,名無しさん？,>>130復興？改装でもしてるの？
132,0,133,02/10/09,名無しさん？,２交代制廃止ってのはどう？午前と午後で人が分散するよりも決行時間を１つにしておけばその分チャンネラーも集中するしとなればやはり参加しやすい午後６時～午後１０位か
133,0,134,02/10/09,生㌔ ,いや、もっと重要なことがある。今度こそ吉野家は対策を講じてくるだろ。たまねぎを大量入荷、これ間違いなし。ここはやはり、１人１分あたり１回「お茶キボンヌ！」だろ。注文してから食べ終わるまで続ける。飲みきれずに吐いてしまってもおかしくない飲むか飲まれるか、もう店員との戦いですよ。
134,0,135,02/10/09,名無しさん？,４月７日で漏れの参加したところでチャンネラー「お茶キボンヌ」店員「は？」チャンネラー「お茶キボンヌ」店員「は？」チャンネラー「お茶お願いします」キボンヌは通じるところと通じないところがある
135,0,136,02/10/09,生㌔ ,そっちのほうがむしろ笑える罠
136,0,137,02/10/09,名無しさん？,昼飯や夕飯の時間帯に祭すると一般客に迷惑だよ
137,0,138,02/10/09,名無しさん？,ここで幹事候補とか中心人物候補とかが現れて仕切ってくれると進行がスムーズに行くんだが・・・とりあえず時間帯は賛否両論になりそう０時～６時：集まりにくいが一般客が少ない６時～１２時：集まりやすさは普通、一般客は普通１２時～１８時：集まりやすさは普通、一般客は普通１８時～２４時：集まりやすいが一般客がいっぱいまぁ前回も前々回もその前も一般客は無視だったと考えるとその辺は改善したりしなかったりしたりしたほうが良いかも
138,0,139,02/10/09,名無しさん？,>>135店員が理解しなくても勢いと凄みで解ってもらえる。もし解ってもらえなくてもブチ切れれば無問題。
139,0,140,02/10/10,名無しさん？,おながいしますは通じたまぁ１番通じそうなんだが
140,0,141,02/10/10,名無しさん？,>>120それごときで超えられると思ったら大間違い。レポート読んでみろ。
141,0,142,02/10/10,名無しさん？,１９時とか２０時は半端だしありえん。会社帰りのﾘｰﾏﾝもこれるように２１時か２２時がいいと思われ。これより遅くなるとﾘｱ厨とﾘｱ高の参加が難しくなる。漏れは有給とるが（藁
142,0,143,02/10/10,名無しさん？,靖国が盛り上がらんかったとかいってる香具師がいるが。関西が煽っていただけという罠。
143,0,144,02/10/10,名無しさん？,フェイスペインティングで神を狙うならモナーやギコじゃなく顔を白く塗ってマムコとティンポを右頬と左頬に書くただし当局からマークされる諸刃の剣
144,0,145,02/10/10,名無しさん？,今田はナウロマンティック(σ・∀・)σ
145,0,146,02/10/10,名無しさん？,フェイスペインティングごときで紙気取りか。おめでてーな。パンツ一枚に全身白塗りで頭だけモナーのぬいぐるみなら神ｗ
146,0,147,02/10/10,名無しさん？,>>146しかしそれをやると入店したとたんK察を呼ばれかねない諸刃の剣
147,0,148,02/10/10,名無しさん？,殺伐なの？ネタなの？
148,0,149,02/10/10,卍（経験者は語る）,お前らもうやめとけ。祭りを思い出すのが楽しいんであって何度もやるのは面白くない。
149,0,150,02/10/10, ,漏れはＭ１６のモデルガン持ってロングコート着てサングラス着て行こうかな。モデルガンむき出しにして歩いてたら当局にマークされそうだが。
150,0,151,02/10/10,名無しさん？,>>149てめーは黙ってろ。この役立たず。要は靖国でやらなきゃいい話じゃねーか。
151,0,152,02/10/10,卍 ,騙りがでているようなので仕方ない。（ﾄﾘｯﾌﾟはつけない主義なんだけどね）12月のｽﾚ立てるまで書かないつもりだったのだが。とりあえず２１時くらいがいいと思う。
152,0,153,02/10/10,名無しさん？,実行日はおまいらどうするよ？今のところ１２月２４日（１周年の記念日：社会人組の参加が少なくなるかも）１２月２３日（祝日：人が集まりやすい）これもどっちもどっちで賛否両論なわけだが
153,0,154,02/10/10,名無しさん？,はっちゃけて(σ・∀・)σグゥ
154,0,155,02/10/10,マック野郎 ,あ、卍さんが居る。てっきり卵コレステロールの取りすぎで逝ったのかと思ｔｔ吉野家で牛丼喰う自体は面白いことだからやっていっていいと思う。ネタをここで言う位ならとって置いて実行して欲しい。で、２月２２日以上の人手がほしいよなぁ。もともと２４日の一周年記念日ってのは彼女居ない妬みから始まったんだから特別こだわらなくてもいいと思う。むしろ、毎年恒例にしたいなら２３日の祝日にすべき。だと思うのだがどうよ？
155,0,156,02/10/10,名無しさん？,漏れも２３日の方が祝日だから参加しやすいと思われ後時間はやはり２１時～２２時位がベストかと
156,0,157,02/10/10,名無しさん？,とりあえず動員数も盛り上がりも殺伐も２月２２日は越えたい
157,0,158,02/10/10,名無しさん？,卍ﾊｹｰｿ…実行日なんてどうでもいい。それよりも、おまいら去年からこっち、まさか彼女なんてできてねーだろな。
158,0,159,02/10/10,名無しさん？,>>158ｳﾜｧｧﾝ悲しいことを言うなよお前も参加汁（･∀･）
159,0,160,02/10/10,天然素材工房ﾀｰﾎﾞ改めおしゃれ工房 ,2日連続牛丼食ったよ。。
160,0,161,02/10/10,名無しさん？,>>160実行日まで毎日食え！！
161,0,162,02/10/10,名無しさん？,なつかしいねぇ、このスレを見てもう冬なんだ、、、、と思ったとりあえず参加決定で、２月２２日を越える盛り上がりにしたいな
162,0,163,02/10/10,名無しさん？,後７３日くらいで実行日
163,0,164,02/10/10,名無しさん？,全員で食いながら吉野家コピペ読むとか
164,0,165,02/10/10,名無しさん？,一人で読んだ奴なら多分いそうだけど全員で読んだらある意味伝説
165,0,166,02/10/10,名無しさん？,２４日、暇だから吉野家…いや、本当に暇だから。
166,0,167,02/10/10,名無しさん？,２４日全国の吉牛から「ちょっと聞いてくれよ…」
167,0,168,02/10/10,名無しさん？,どこでオフ会すんの？
168,0,169,02/10/10,名無しさん？,>>168日本全国の最寄りの吉野家詳しくはhttp://www2.mnx.jp/carvancle/yoshigyu/ここを見ること
169,0,170,02/10/10,名無しさん？,オフ会という訳ではないのです。アレです、アレ。例の吉野家祭りの話し合いをしてるのですよ。
170,0,171,02/10/10,名無しさん？,http://www.yoshinoya-dc.com/yoshinoya/top.html
171,0,172,02/10/10,名無しさん？,近所にまもなく吉野屋がオープソします
172,0,173,02/10/10,名無しさん？,ドコでつか？
173,0,174,02/10/10,名無しさん？,4月7日の靖国はすごいことになってた
174,0,175,02/10/11,　´∀｀）＜アイヨー！ ,>>152だな
175,0,176,02/10/11,名無しさん？,どーせ次の日休みだろうから、23時とか。59分でも可。……ひょっとして、25日が休みなのは学生だけ？んなこたぁないと信じてる。
176,0,177,02/10/11,卍 ,ｸﾘｽﾏｽｲﾌﾞにこだわりたいところなんだけど。聖なる夜にってね。{よりぬき見てくれたらわかるかな？(見てると思うけど)}２３日ｷﾎﾞﾝﾇが多いけどただの祝日だとちょっと弱いかなと。確かに参加人数は多くなると思うけど殺伐度はさがると思われ。寝坊したので帰ってからﾚｽする(藁ｽﾏｿ
177,0,178,02/10/11,卍 ,http://2next.net/x/y_history.htmlＪＰＥＧ ◆ZSSS.jpgさんによる４月７日のｽﾚよりぬきあり。
178,0,179,02/10/11,名無しさん？,まぁ、後７０日近くあるからﾏﾀｰﾘ逝きましょう
179,0,180,02/10/11,名無しさん？,じゃあsage進行でいきまつか。。まだまだ先は長いし。
180,0,181,02/10/11,名無しさん？,参加人数が多少少なくてもやはり記念日にした方がいいと個人的に思ふ
181,0,182,02/10/11,名無しさん？,やはり記念日にやるからこそ意味がある in 漏れの脳内で
182,0,183,02/10/11,名無しさん？,去年、大分で参加した者だけどさ元の始まりはクリスマスに暇なヤツって事で始まったはず、だから、祭日にすれば人が集まるとかじゃなくてやっぱ、クリスマスにすべきと思ふ。時間は各県ばらばらでいいからさ、やっぱ俺としては２４日にして欲しいと思う。卍さんも同じ意見と思いたい
183,0,184,02/10/11,名無しさん？,これでもう今年のクリスマスは寂しくないNE！
184,0,185,02/10/11,名無しさん？,12gatu24niti watashimo ikimasu
185,0,186,02/10/11,眼,行くよ！前の方で誰かが「三重大学前吉野家は良かった」って言ってたけど、三重大学前の店でやるなら、家近いから絶対いく
186,0,187,02/10/11,47,去年、クリスマスイブの最初のやつに聖地に行ったよ。靖国通りの店に。もう１年になるんだな。懐かしい。
187,0,188,02/10/11,某千葉ｵﾌﾒﾝﾊﾞｰ,何か面白そうなことやってんじゃーん。千葉の方も出来たらやりたいねー。
188,0,189,02/10/11,名無しさん？,>>186それは漏れのことだ前回が初参加だったから「初めてだからよかった」と感じたかもしれないがとりあえず良かった今回も確実に参加
189,0,190,02/10/11,47,そろそろ家を出発します。東急東横線の中で間違えないように何度も練習しなきゃ。「大盛り」「ねぎだく」「ぎょく」「大盛り」「ねぎだく」「ぎょく」「大盛り」「ねぎだく」「ぎょく」
190,0,191,02/10/11,名無しさん？,>>190懐かしいレスだな。一瞬でわかった。
191,0,192,02/10/11,名無しさん？,http://www.minagi.org/coramu/negidaku.htm２月２２日のレポﾊｹｰﾝ
192,0,193,02/10/11,名無しさん？,>>192ﾜﾗﾀ
193,0,194,02/10/11,名無しさん？,>>192おもろいけど馴れ合ってるのが残念だな。
194,0,195,02/10/11,名無しさん？,>>192ﾜﾗﾀ漏れのところも似たような感じだったこんなのが全国で一斉に見れるのかと改めて実感
195,0,196,02/10/11,エース ,今考えてみると結構壮大な祭りだったんだなぁまたなんかやりたいよな
196,0,197,02/10/11,名無しさん？,今のうちに吉野家の株を買っておけ（藁また値上がりするぞ。
197,0,198,02/10/11,名無しさん？,そういやこの間業績の下方修正した所だったね。今は安くなってるのかねぇ？
198,0,199,02/10/11,名無しさん？,http://ex.2ch.net/entrance/kako/1012/10124/1012488726.htmlほら、最初の中の最初のスレだ！ログは全部取ってたからアド分かったよ。気になるヤツは見てみな
199,0,200,02/10/11,名無しさん？,と思ったら、１２月２４日のログ無くなってた・・・２ちゃんの日のログしかなかった。スマソ
200,0,201,02/10/11,名無しさん？,http://www2.mnx.jp/carvancle/yoshigyu/link.htmスレッド一覧（２月２２日分まで）
201,0,202,02/10/11,名無しさん？,http://corn.2ch.net/entrance/kako/1009/10091/1009116310.htmlログ見つけてきた。これが本当の最初の最初です
202,0,203,02/10/12,名無しさん？,>>201実はその…http://negidakulists.tripod.co.jp/link.htm
203,0,204,02/10/12,名無しさん？,>>202初めて最初のログ見た
204,0,205,02/10/12,名無しさん？,http://www2.ezbbs.net/25/sendai/img/1034349855_1.jpg↑吉野家ファンに捧げます
205,0,206,02/10/12,名無しさん？,で､いつなのよ
206,0,207,02/10/12,名無しさん？,彼女に振られたから今年のイヴにやろうぜ！！！！｡･ﾟ･(ﾉД`)･ﾟ･｡
207,0,208,02/10/12,名無しさん？,卍がｼｷるとﾛｸな事にならないから。俺は参加しません。どうせ前回みたいにはならないでしょ。
208,0,209,02/10/12,名無しさん？,>>206１２月２４日時間は会場によって変わる。>>207殺伐度満点だな（藁
209,0,210,02/10/12,名無しさん？,ｲﾌﾞにやっても参加者少ないと思うけどなぁ。
210,0,211,02/10/12,名無しさん？,つーか、卍って前回ハブられてたよね（藁
211,0,212,02/10/12,名無しさん？,イブで上等！今年は俺も参加するぜ～
212,0,213,02/10/12,名無しさん？,"＿＿＿＿ ／∵∴∵∴＼ /∵∴∵∴∵∴＼/∵∴∴,（･）（･）∴||∵∵／ ○＼||∵ /三|三|／￣￣￣￣|∵ |＿_|＿_ |＜>>211 ｽﾚ乱立で叩かれたの誰 ＼|＼＿/／＼＿＿＿＿ ＼＿＿＿_／______.ﾉ   (⌒) ／/::::::::|-､ ,-/::::::ﾉ ~.ﾚ-r┐//:::::::::::|/:::::ノ__|.|ﾄ､| /:::::::::::::::|〈￣ ｀-Lλ_ﾚ′ﾚ::::::::::::::::::|/:::￣｀ー‐---‐′"
213,0,214,02/10/12,みんとぶるう,2ちゃんねる史上初のVECTOR1位作品だ！ハンドルネーム：田代まさし職人の神！！http://www.geocities.co.jp/Technopolis-Jupiter/1889/sumida.html作品http://www.vector.co.jp/soft/dl/win95/game/se253012.html◆ココからダウンロード◆http://my.vector.co.jp/servlet/System.FileDownload/download/http/0/253012/pack/win95/game/avg/SUMIDA-Exe.LZHベクター堂々1位！http://www.vector.co.jp/vpack/filearea/win95/game/avg/by_trend.html一人１０回だうろ、よろしく！（１０分程度）ベクターで週末ﾀﾞｳロトップにさせるのだ！！（これは今まで一度もトップになたことがない）清き一票を
214,0,215,02/10/12,名無しさん？,日暮キボンヌ
215,0,216,02/10/12,名無しさん？,よし、俺はとりあえず「うまい棒」を注文してみるぞ「は？」とか「ありません。」と返されたら大盛りねぎだくぎょくにする
216,0,217,02/10/12,名無しさん？,「うまい棒ありますか」「ありません」
217,0,218,02/10/12,名無しさん？,お前ら今回が初参加という人いませんか？漏れは2回目です
218,0,219,02/10/12,名無しさん？,なんか参加しないとか言ってるおめでたい奴がいるが。もったいないぞ？>>208どうせ参加するに21ｷﾞｮｸ。
219,0,220,02/10/12,名無しさん？,もったいのには同意マジで当日予定のないﾁｬﾝﾈﾗｰを全員とはいかなくても5割は集めたい
220,0,221,02/10/12,元帥(*ﾟーﾟ)うっちゃん ,｡･◇･)ﾉﾞ初参加でし！
221,0,222,02/10/12,名無しさん？,>>221当日緊張しないように漏れも初参加のときは笑いがこみ上げてきた
222,0,223,02/10/12,名無しさん？,>>221笑いをこらえるのは相当大変なので覚悟しとくべし。
223,0,224,02/10/12,名無しさん？,注文される前から笑ってたある意味笑わないのも難しいかも
